Parametre,Yıl,Yıllık Ortalama Toplam,Ay_Adı,Değer,Ay_Sayı,Tarih
2m Hava Sıcaklığı,1999,12.02,Şubat,1.94,2,1999-02
2m Hava Sıcaklığı,2000,10.71,Şubat,-0.53,2,2000-02
2m Hava Sıcaklığı,2001,12.37,Şubat,2.01,2,2001-02
2m Hava Sıcaklığı,2002,11.03,Şubat,3.51,2,2002-02
2m Hava Sıcaklığı,2003,11.15,Şubat,-1.53,2,2003-02
2m Hava Sıcaklığı,2004,11.45,Şubat,0.72,2,2004-02
2m Hava Sıcaklığı,2005,11.37,Şubat,0.22,2,2005-02
2m Hava Sıcaklığı,2006,11.65,Şubat,1.61,2,2006-02
2m Hava Sıcaklığı,2007,11.99,Şubat,1.94,2,2007-02
2m Hava Sıcaklığı,2008,11.73,Şubat,-0.44,2,2008-02
2m Hava Sıcaklığı,2009,11.46,Şubat,2.15,2,2009-02
2m Hava Sıcaklığı,2010,13.44,Şubat,3.49,2,2010-02
2m Hava Sıcaklığı,2011,10.3,Şubat,1.36,2,2011-02
2m Hava Sıcaklığı,2012,11.67,Şubat,-1.28,2,2012-02
2m Hava Sıcaklığı,2013,11.6,Şubat,3.55,2,2013-02
2m Hava Sıcaklığı,2014,12.66,Şubat,4.32,2,2014-02
2m Hava Sıcaklığı,2015,11.69,Şubat,1.47,2,2015-02
2m Hava Sıcaklığı,2016,12.13,Şubat,5.18,2,2016-02
2m Hava Sıcaklığı,2017,11.84,Şubat,0.8,2,2017-02
2m Hava Sıcaklığı,2018,13.2,Şubat,5.33,2,2018-02
2m Hava Sıcaklığı,2019,12.1,Şubat,2.55,2,2019-02
2m Hava Sıcaklığı,2020,12.49,Şubat,1.58,2,2020-02
2m Hava Sıcaklığı,2021,12.06,Şubat,2.23,2,2021-02
2m Hava Sıcaklığı,2022,11.84,Şubat,1.7,2,2022-02
2m Hava Sıcaklığı,2023,12.98,Şubat,-0.56,2,2023-02
2m Hava Sıcaklığı,2024,13.56,Şubat,4.47,2,2024-02
2m Hava Sıcaklığı,2025,17.78,Şubat,-1.24,2,2025-02
2m Rüzgâr Hızı,1981,2.4,Şubat,2.46,2,1981-02
2m Rüzgâr Hızı,1982,2.18,Şubat,2.06,2,1982-02
2m Rüzgâr Hızı,1983,2.17,Şubat,2.62,2,1983-02
2m Rüzgâr Hızı,1984,2.16,Şubat,2.16,2,1984-02
2m Rüzgâr Hızı,1985,2.24,Şubat,3.43,2,1985-02
2m Rüzgâr Hızı,1986,2.05,Şubat,2.45,2,1986-02
2m Rüzgâr Hızı,1987,2.29,Şubat,2.27,2,1987-02
2m Rüzgâr Hızı,1988,2.19,Şubat,2.42,2,1988-02
2m Rüzgâr Hızı,1989,2.08,Şubat,2.47,2,1989-02
2m Rüzgâr Hızı,1990,2.11,Şubat,2.66,2,1990-02
2m Rüzgâr Hızı,1991,2.06,Şubat,1.92,2,1991-02
2m Rüzgâr Hızı,1992,2.08,Şubat,2.33,2,1992-02
2m Rüzgâr Hızı,1993,2.15,Şubat,3.37,2,1993-02
2m Rüzgâr Hızı,1994,2.17,Şubat,2.11,2,1994-02
2m Rüzgâr Hızı,1995,2.07,Şubat,1.65,2,1995-02
2m Rüzgâr Hızı,1996,2.03,Şubat,2.27,2,1996-02
2m Rüzgâr Hızı,1997,2.07,Şubat,2.17,2,1997-02
2m Rüzgâr Hızı,1998,2.09,Şubat,1.98,2,1998-02
2m Rüzgâr Hızı,1999,2.06,Şubat,2.97,2,1999-02
2m Rüzgâr Hızı,2000,2.14,Şubat,2.19,2,2000-02
2m Rüzgâr Hızı,2001,2.19,Şubat,2.38,2,2001-02
2m Rüzgâr Hızı,2002,1.96,Şubat,1.92,2,2002-02
2m Rüzgâr Hızı,2003,2.19,Şubat,2.68,2,2003-02
2m Rüzgâr Hızı,2004,2.22,Şubat,2.68,2,2004-02
2m Rüzgâr Hızı,2005,2.24,Şubat,3.03,2,2005-02
2m Rüzgâr Hızı,2006,2.08,Şubat,2.41,2,2006-02
2m Rüzgâr Hızı,2007,2.1,Şubat,1.64,2,2007-02
2m Rüzgâr Hızı,2008,2.09,Şubat,1.79,2,2008-02
2m Rüzgâr Hızı,2009,2.24,Şubat,2.8,2,2009-02
2m Rüzgâr Hızı,2010,2.15,Şubat,3.13,2,2010-02
2m Rüzgâr Hızı,2011,1.96,Şubat,1.81,2,2011-02
2m Rüzgâr Hızı,2012,2.1,Şubat,2.18,2,2012-02
2m Rüzgâr Hızı,2013,2.27,Şubat,2.47,2,2013-02
2m Rüzgâr Hızı,2014,2.03,Şubat,1.77,2,2014-02
2m Rüzgâr Hızı,2015,1.99,Şubat,2.68,2,2015-02
2m Rüzgâr Hızı,2016,2.23,Şubat,2.49,2,2016-02
2m Rüzgâr Hızı,2017,2.06,Şubat,2.02,2,2017-02
2m Rüzgâr Hızı,2018,2.04,Şubat,2.24,2,2018-02
2m Rüzgâr Hızı,2019,2.02,Şubat,2.01,2,2019-02
2m Rüzgâr Hızı,2020,2.04,Şubat,2.76,2,2020-02
2m Rüzgâr Hızı,2021,2.22,Şubat,2.26,2,2021-02
2m Rüzgâr Hızı,2022,2.1,Şubat,2.36,2,2022-02
2m Rüzgâr Hızı,2023,2.03,Şubat,2.0,2,2023-02
2m Rüzgâr Hızı,2024,2.01,Şubat,1.73,2,2024-02
2m Rüzgâr Hızı,2025,17.78,Şubat,2.46,2,2025-02
Küresel Güneş Radyasyonu,1981,17.78,Mart,15.57,3,1981-03
Küresel Güneş Radyasyonu,1982,17.78,Mart,15.57,3,1982-03
Küresel Güneş Radyasyonu,1983,17.78,Mart,15.57,3,1983-03
Küresel Güneş Radyasyonu,1984,16.66,Mart,14.45,3,1984-03
Küresel Güneş Radyasyonu,1985,16.41,Mart,15.0,3,1985-03
Küresel Güneş Radyasyonu,1986,16.91,Mart,16.44,3,1986-03
Küresel Güneş Radyasyonu,1987,16.72,Mart,15.57,3,1987-03
Küresel Güneş Radyasyonu,1988,16.44,Mart,15.15,3,1988-03
Küresel Güneş Radyasyonu,1989,17.48,Mart,15.33,3,1989-03
Küresel Güneş Radyasyonu,1990,16.87,Mart,17.45,3,1990-03
Küresel Güneş Radyasyonu,1991,16.63,Mart,14.39,3,1991-03
Küresel Güneş Radyasyonu,1992,17.36,Mart,16.14,3,1992-03
Küresel Güneş Radyasyonu,1993,17.21,Mart,16.72,3,1993-03
Küresel Güneş Radyasyonu,1994,17.33,Mart,15.47,3,1994-03
Küresel Güneş Radyasyonu,1995,16.91,Mart,15.32,3,1995-03
Küresel Güneş Radyasyonu,1996,16.84,Mart,12.88,3,1996-03
Küresel Güneş Radyasyonu,1997,17.78,Mart,16.11,3,1997-03
Küresel Güneş Radyasyonu,1998,17.84,Mart,15.88,3,1998-03
Küresel Güneş Radyasyonu,1999,18.49,Mart,16.8,3,1999-03
Küresel Güneş Radyasyonu,2000,18.04,Mart,16.69,3,2000-03
Küresel Güneş Radyasyonu,2001,18.14,Mart,16.99,3,2001-03
Küresel Güneş Radyasyonu,2002,17.95,Mart,16.61,3,2002-03
Küresel Güneş Radyasyonu,2003,17.77,Mart,14.84,3,2003-03
Küresel Güneş Radyasyonu,2004,18.4,Mart,17.17,3,2004-03
Küresel Güneş Radyasyonu,2005,18.11,Mart,16.9,3,2005-03
Küresel Güneş Radyasyonu,2006,18.34,Mart,15.96,3,2006-03
Küresel Güneş Radyasyonu,2007,18.28,Mart,17.15,3,2007-03
Küresel Güneş Radyasyonu,2008,18.42,Mart,16.63,3,2008-03
Küresel Güneş Radyasyonu,2009,17.95,Mart,15.42,3,2009-03
Küresel Güneş Radyasyonu,2010,18.03,Mart,16.83,3,2010-03
Küresel Güneş Radyasyonu,2011,17.67,Mart,14.88,3,2011-03
Küresel Güneş Radyasyonu,2012,17.92,Mart,16.43,3,2012-03
Küresel Güneş Radyasyonu,2013,18.34,Mart,16.16,3,2013-03
Küresel Güneş Radyasyonu,2014,18.18,Mart,16.51,3,2014-03
Küresel Güneş Radyasyonu,2015,17.75,Mart,14.28,3,2015-03
Küresel Güneş Radyasyonu,2016,18.51,Mart,17.69,3,2016-03
Küresel Güneş Radyasyonu,2017,18.65,Mart,15.27,3,2017-03
Küresel Güneş Radyasyonu,2018,18.19,Mart,16.4,3,2018-03
Küresel Güneş Radyasyonu,2019,17.85,Mart,16.93,3,2019-03
Küresel Güneş Radyasyonu,2020,18.41,Mart,14.65,3,2020-03
Küresel Güneş Radyasyonu,2021,18.48,Mart,15.47,3,2021-03
Küresel Güneş Radyasyonu,2022,18.04,Mart,13.75,3,2022-03
Küresel Güneş Radyasyonu,2023,18.02,Mart,15.27,3,2023-03
Küresel Güneş Radyasyonu,2024,18.29,Mart,16.92,3,2024-03
Küresel Güneş Radyasyonu,2025,17.78,Mart,17.2,3,2025-03
Toplam Yağış Miktarı,1981,573.14,Mart,24.21,3,1981-03
Toplam Yağış Miktarı,1982,466.21,Mart,43.82,3,1982-03
Toplam Yağış Miktarı,1983,483.58,Mart,75.22,3,1983-03
Toplam Yağış Miktarı,1984,400.06,Mart,32.37,3,1984-03
Toplam Yağış Miktarı,1985,478.98,Mart,52.24,3,1985-03
Toplam Yağış Miktarı,1986,380.47,Mart,12.92,3,1986-03
Toplam Yağış Miktarı,1987,508.8,Mart,107.1,3,1987-03
Toplam Yağış Miktarı,1988,527.57,Mart,79.3,3,1988-03
Toplam Yağış Miktarı,1989,306.47,Mart,19.42,3,1989-03
Toplam Yağış Miktarı,1990,292.49,Mart,19.31,3,1990-03
Toplam Yağış Miktarı,1991,460.95,Mart,25.12,3,1991-03
Toplam Yağış Miktarı,1992,357.27,Mart,21.65,3,1992-03
Toplam Yağış Miktarı,1993,300.81,Mart,44.89,3,1993-03
Toplam Yağış Miktarı,1994,540.8,Mart,24.09,3,1994-03
Toplam Yağış Miktarı,1995,429.44,Mart,45.01,3,1995-03
Toplam Yağış Miktarı,1996,506.35,Mart,93.35,3,1996-03
Toplam Yağış Miktarı,1997,536.55,Mart,33.24,3,1997-03
Toplam Yağış Miktarı,1998,443.46,Mart,52.0,3,1998-03
Toplam Yağış Miktarı,1999,323.65,Mart,37.48,3,1999-03
Toplam Yağış Miktarı,2000,465.73,Mart,34.63,3,2000-03
Toplam Yağış Miktarı,2001,565.04,Mart,24.42,3,2001-03
Toplam Yağış Miktarı,2002,423.15,Mart,27.56,3,2002-03
Toplam Yağış Miktarı,2003,435.34,Mart,61.68,3,2003-03
Toplam Yağış Miktarı,2004,353.61,Mart,7.99,3,2004-03
Toplam Yağış Miktarı,2005,326.17,Mart,31.79,3,2005-03
Toplam Yağış Miktarı,2006,393.69,Mart,39.72,3,2006-03
Toplam Yağış Miktarı,2007,379.48,Mart,27.44,3,2007-03
Toplam Yağış Miktarı,2008,318.73,Mart,37.79,3,2008-03
Toplam Yağış Miktarı,2009,538.24,Mart,57.79,3,2009-03
Toplam Yağış Miktarı,2010,450.55,Mart,17.06,3,2010-03
Toplam Yağış Miktarı,2011,479.95,Mart,44.12,3,2011-03
Toplam Yağış Miktarı,2012,524.59,Mart,41.38,3,2012-03
Toplam Yağış Miktarı,2013,288.18,Mart,33.63,3,2013-03
Toplam Yağış Miktarı,2014,457.31,Mart,62.2,3,2014-03
Toplam Yağış Miktarı,2015,397.79,Mart,81.96,3,2015-03
Toplam Yağış Miktarı,2016,381.37,Mart,31.5,3,2016-03
Toplam Yağış Miktarı,2017,356.64,Mart,77.44,3,2017-03
Toplam Yağış Miktarı,2018,444.23,Mart,33.05,3,2018-03
Toplam Yağış Miktarı,2019,434.96,Mart,40.88,3,2019-03
Toplam Yağış Miktarı,2020,308.42,Mart,44.06,3,2020-03
Toplam Yağış Miktarı,2021,316.18,Mart,49.27,3,2021-03
Toplam Yağış Miktarı,2022,331.53,Mart,45.82,3,2022-03
Toplam Yağış Miktarı,2023,350.38,Mart,53.69,3,2023-03
Toplam Yağış Miktarı,2024,331.75,Mart,28.21,3,2024-03
Toplam Yağış Miktarı,2025,17.78,Mart,21.44,3,2025-03
2m Bağıl Nem,1981,60.01,Mart,76.62,3,1981-03
2m Bağıl Nem,1982,62.36,Mart,76.13,3,1982-03
2m Bağıl Nem,1983,61.97,Mart,77.76,3,1983-03
2m Bağıl Nem,1984,58.12,Mart,73.09,3,1984-03
2m Bağıl Nem,1985,58.95,Mart,70.46,3,1985-03
2m Bağıl Nem,1986,58.86,Mart,68.93,3,1986-03
2m Bağıl Nem,1987,58.73,Mart,75.46,3,1987-03
2m Bağıl Nem,1988,63.12,Mart,75.72,3,1988-03
2m Bağıl Nem,1989,57.2,Mart,68.4,3,1989-03
2m Bağıl Nem,1990,56.49,Mart,64.16,3,1990-03
2m Bağıl Nem,1991,58.98,Mart,68.31,3,1991-03
2m Bağıl Nem,1992,61.98,Mart,73.64,3,1992-03
2m Bağıl Nem,1993,57.05,Mart,68.18,3,1993-03
2m Bağıl Nem,1994,58.4,Mart,68.07,3,1994-03
2m Bağıl Nem,1995,62.57,Mart,73.8,3,1995-03
2m Bağıl Nem,1996,62.4,Mart,79.43,3,1996-03
2m Bağıl Nem,1997,63.66,Mart,71.24,3,1997-03
2m Bağıl Nem,1998,60.54,Mart,70.84,3,1998-03
2m Bağıl Nem,1999,59.12,Mart,71.33,3,1999-03
2m Bağıl Nem,2000,60.33,Mart,69.24,3,2000-03
2m Bağıl Nem,2001,57.07,Mart,62.78,3,2001-03
2m Bağıl Nem,2002,61.92,Mart,69.72,3,2002-03
2m Bağıl Nem,2003,59.62,Mart,75.46,3,2003-03
2m Bağıl Nem,2004,56.89,Mart,64.04,3,2004-03
2m Bağıl Nem,2005,58.56,Mart,69.51,3,2005-03
2m Bağıl Nem,2006,58.82,Mart,70.74,3,2006-03
2m Bağıl Nem,2007,56.92,Mart,68.26,3,2007-03
2m Bağıl Nem,2008,56.68,Mart,65.61,3,2008-03
2m Bağıl Nem,2009,61.66,Mart,77.09,3,2009-03
2m Bağıl Nem,2010,58.03,Mart,67.93,3,2010-03
2m Bağıl Nem,2011,63.86,Mart,73.06,3,2011-03
2m Bağıl Nem,2012,61.7,Mart,75.62,3,2012-03
2m Bağıl Nem,2013,57.87,Mart,70.45,3,2013-03
2m Bağıl Nem,2014,58.86,Mart,64.25,3,2014-03
2m Bağıl Nem,2015,62.58,Mart,76.09,3,2015-03
2m Bağıl Nem,2016,54.39,Mart,62.18,3,2016-03
2m Bağıl Nem,2017,58.54,Mart,73.57,3,2017-03
2m Bağıl Nem,2018,58.76,Mart,65.44,3,2018-03
2m Bağıl Nem,2019,60.87,Mart,73.89,3,2019-03
2m Bağıl Nem,2020,56.82,Mart,72.75,3,2020-03
2m Bağıl Nem,2021,56.02,Mart,67.07,3,2021-03
2m Bağıl Nem,2022,59.55,Mart,76.88,3,2022-03
2m Bağıl Nem,2023,56.7,Mart,65.99,3,2023-03
2m Bağıl Nem,2024,57.69,Mart,64.88,3,2024-03
2m Bağıl Nem,2025,17.78,Mart,60.09,3,2025-03
2m Hava Sıcaklığı,1981,11.37,Mart,5.94,3,1981-03
2m Hava Sıcaklığı,1982,10.1,Mart,2.27,3,1982-03
2m Hava Sıcaklığı,1983,10.42,Mart,3.68,3,1983-03
2m Hava Sıcaklığı,1984,11.14,Mart,5.36,3,1984-03
2m Hava Sıcaklığı,1985,11.11,Mart,4.2,3,1985-03
2m Hava Sıcaklığı,1986,11.57,Mart,6.25,3,1986-03
2m Hava Sıcaklığı,1987,10.95,Mart,0.64,3,1987-03
2m Hava Sıcaklığı,1988,10.63,Mart,3.26,3,1988-03
2m Hava Sıcaklığı,1989,11.23,Mart,5.95,3,1989-03
2m Hava Sıcaklığı,1990,11.03,Mart,5.11,3,1990-03
2m Hava Sıcaklığı,1991,11.07,Mart,5.98,3,1991-03
2m Hava Sıcaklığı,1992,9.21,Mart,1.83,3,1992-03
2m Hava Sıcaklığı,1993,10.65,Mart,3.57,3,1993-03
2m Hava Sıcaklığı,1994,11.84,Mart,5.0,3,1994-03
2m Hava Sıcaklığı,1995,10.92,Mart,4.72,3,1995-03
2m Hava Sıcaklığı,1996,11.49,Mart,3.82,3,1996-03
2m Hava Sıcaklığı,1997,10.34,Mart,1.19,3,1997-03
2m Hava Sıcaklığı,1998,11.9,Mart,2.76,3,1998-03
2m Hava Sıcaklığı,1999,12.02,Mart,4.77,3,1999-03
2m Hava Sıcaklığı,2000,10.71,Mart,3.05,3,2000-03
2m Hava Sıcaklığı,2001,12.37,Mart,9.39,3,2001-03
2m Hava Sıcaklığı,2002,11.03,Mart,6.5,3,2002-03
2m Hava Sıcaklığı,2003,11.15,Mart,1.65,3,2003-03
2m Hava Sıcaklığı,2004,11.45,Mart,5.31,3,2004-03
2m Hava Sıcaklığı,2005,11.37,Mart,5.14,3,2005-03
2m Hava Sıcaklığı,2006,11.65,Mart,5.83,3,2006-03
2m Hava Sıcaklığı,2007,11.99,Mart,5.0,3,2007-03
2m Hava Sıcaklığı,2008,11.73,Mart,7.83,3,2008-03
2m Hava Sıcaklığı,2009,11.46,Mart,3.13,3,2009-03
2m Hava Sıcaklığı,2010,13.44,Mart,7.03,3,2010-03
2m Hava Sıcaklığı,2011,10.3,Mart,4.53,3,2011-03
2m Hava Sıcaklığı,2012,11.67,Mart,1.82,3,2012-03
2m Hava Sıcaklığı,2013,11.6,Mart,5.76,3,2013-03
2m Hava Sıcaklığı,2014,12.66,Mart,6.65,3,2014-03
2m Hava Sıcaklığı,2015,11.69,Mart,5.13,3,2015-03
2m Hava Sıcaklığı,2016,12.13,Mart,6.44,3,2016-03
2m Hava Sıcaklığı,2017,11.84,Mart,4.98,3,2017-03
2m Hava Sıcaklığı,2018,13.2,Mart,8.75,3,2018-03
2m Hava Sıcaklığı,2019,12.1,Mart,4.43,3,2019-03
2m Hava Sıcaklığı,2020,12.49,Mart,5.99,3,2020-03
2m Hava Sıcaklığı,2021,12.06,Mart,3.78,3,2021-03
2m Hava Sıcaklığı,2022,11.84,Mart,-0.29,3,2022-03
2m Hava Sıcaklığı,2023,12.98,Mart,6.87,3,2023-03
2m Hava Sıcaklığı,2024,13.56,Mart,6.59,3,2024-03
2m Hava Sıcaklığı,2025,17.78,Mart,8.13,3,2025-03
2m Rüzgâr Hızı,1981,2.4,Mart,2.54,3,1981-03
2m Rüzgâr Hızı,1982,2.18,Mart,2.47,3,1982-03
2m Rüzgâr Hızı,1983,2.17,Mart,2.24,3,1983-03
2m Rüzgâr Hızı,1984,2.16,Mart,2.78,3,1984-03
2m Rüzgâr Hızı,1985,2.24,Mart,2.11,3,1985-03
2m Rüzgâr Hızı,1986,2.05,Mart,1.55,3,1986-03
2m Rüzgâr Hızı,1987,2.29,Mart,2.6,3,1987-03
2m Rüzgâr Hızı,1988,2.19,Mart,2.72,3,1988-03
2m Rüzgâr Hızı,1989,2.08,Mart,2.15,3,1989-03
2m Rüzgâr Hızı,1990,2.11,Mart,1.79,3,1990-03
2m Rüzgâr Hızı,1991,2.06,Mart,2.21,3,1991-03
2m Rüzgâr Hızı,1992,2.08,Mart,2.39,3,1992-03
2m Rüzgâr Hızı,1993,2.15,Mart,2.22,3,1993-03
2m Rüzgâr Hızı,1994,2.17,Mart,2.03,3,1994-03
2m Rüzgâr Hızı,1995,2.07,Mart,2.69,3,1995-03
2m Rüzgâr Hızı,1996,2.03,Mart,2.13,3,1996-03
2m Rüzgâr Hızı,1997,2.07,Mart,2.2,3,1997-03
2m Rüzgâr Hızı,1998,2.09,Mart,2.64,3,1998-03
2m Rüzgâr Hızı,1999,2.06,Mart,2.26,3,1999-03
2m Rüzgâr Hızı,2000,2.14,Mart,2.46,3,2000-03
2m Rüzgâr Hızı,2001,2.19,Mart,2.16,3,2001-03
2m Rüzgâr Hızı,2002,1.96,Mart,2.34,3,2002-03
2m Rüzgâr Hızı,2003,2.19,Mart,2.2,3,2003-03
2m Rüzgâr Hızı,2004,2.22,Mart,2.52,3,2004-03
2m Rüzgâr Hızı,2005,2.24,Mart,2.63,3,2005-03
2m Rüzgâr Hızı,2006,2.08,Mart,2.8,3,2006-03
2m Rüzgâr Hızı,2007,2.1,Mart,2.35,3,2007-03
2m Rüzgâr Hızı,2008,2.09,Mart,3.02,3,2008-03
2m Rüzgâr Hızı,2009,2.24,Mart,2.99,3,2009-03
2m Rüzgâr Hızı,2010,2.15,Mart,2.53,3,2010-03
2m Rüzgâr Hızı,2011,1.96,Mart,1.89,3,2011-03
2m Rüzgâr Hızı,2012,2.1,Mart,2.38,3,2012-03
2m Rüzgâr Hızı,2013,2.27,Mart,2.89,3,2013-03
2m Rüzgâr Hızı,2014,2.03,Mart,2.74,3,2014-03
2m Rüzgâr Hızı,2015,1.99,Mart,2.28,3,2015-03
2m Rüzgâr Hızı,2016,2.23,Mart,2.83,3,2016-03
2m Rüzgâr Hızı,2017,2.06,Mart,2.15,3,2017-03
2m Rüzgâr Hızı,2018,2.04,Mart,2.85,3,2018-03
2m Rüzgâr Hızı,2019,2.02,Mart,1.96,3,2019-03
2m Rüzgâr Hızı,2020,2.04,Mart,2.4,3,2020-03
2m Rüzgâr Hızı,2021,2.22,Mart,2.46,3,2021-03
2m Rüzgâr Hızı,2022,2.1,Mart,2.5,3,2022-03
2m Rüzgâr Hızı,2023,2.03,Mart,2.48,3,2023-03
2m Rüzgâr Hızı,2024,2.01,Mart,1.95,3,2024-03
2m Rüzgâr Hızı,2025,17.78,Mart,2.16,3,2025-03
Küresel Güneş Radyasyonu,1981,17.78,Nisan,18.91,4,1981-04
Küresel Güneş Radyasyonu,1982,17.78,Nisan,18.91,4,1982-04
Küresel Güneş Radyasyonu,1983,17.78,Nisan,18.91,4,1983-04
Küresel Güneş Radyasyonu,1984,16.66,Nisan,17.13,4,1984-04
Küresel Güneş Radyasyonu,1985,16.41,Nisan,18.89,4,1985-04
Küresel Güneş Radyasyonu,1986,16.91,Nisan,20.11,4,1986-04
Küresel Güneş Radyasyonu,1987,16.72,Nisan,19.15,4,1987-04
Küresel Güneş Radyasyonu,1988,16.44,Nisan,18.01,4,1988-04
Küresel Güneş Radyasyonu,1989,17.48,Nisan,20.16,4,1989-04
Küresel Güneş Radyasyonu,1990,16.87,Nisan,18.84,4,1990-04
Küresel Güneş Radyasyonu,1991,16.63,Nisan,17.78,4,1991-04
Küresel Güneş Radyasyonu,1992,17.36,Nisan,21.42,4,1992-04
Küresel Güneş Radyasyonu,1993,17.21,Nisan,18.91,4,1993-04
Küresel Güneş Radyasyonu,1994,17.33,Nisan,19.83,4,1994-04
Küresel Güneş Radyasyonu,1995,16.91,Nisan,17.43,4,1995-04
Küresel Güneş Radyasyonu,1996,16.84,Nisan,18.55,4,1996-04
Küresel Güneş Radyasyonu,1997,17.78,Nisan,18.95,4,1997-04
Küresel Güneş Radyasyonu,1998,17.84,Nisan,20.44,4,1998-04
Küresel Güneş Radyasyonu,1999,18.49,Nisan,22.28,4,1999-04
Küresel Güneş Radyasyonu,2000,18.04,Nisan,20.82,4,2000-04
Küresel Güneş Radyasyonu,2001,18.14,Nisan,21.62,4,2001-04
Küresel Güneş Radyasyonu,2002,17.95,Nisan,18.64,4,2002-04
Küresel Güneş Radyasyonu,2003,17.77,Nisan,19.18,4,2003-04
Küresel Güneş Radyasyonu,2004,18.4,Nisan,21.22,4,2004-04
Küresel Güneş Radyasyonu,2005,18.11,Nisan,19.9,4,2005-04
Küresel Güneş Radyasyonu,2006,18.34,Nisan,20.12,4,2006-04
Küresel Güneş Radyasyonu,2007,18.28,Nisan,20.52,4,2007-04
Küresel Güneş Radyasyonu,2008,18.42,Nisan,21.14,4,2008-04
Küresel Güneş Radyasyonu,2009,17.95,Nisan,21.01,4,2009-04
Küresel Güneş Radyasyonu,2010,18.03,Nisan,20.96,4,2010-04
Küresel Güneş Radyasyonu,2011,17.67,Nisan,17.81,4,2011-04
Küresel Güneş Radyasyonu,2012,17.92,Nisan,22.25,4,2012-04
Küresel Güneş Radyasyonu,2013,18.34,Nisan,19.67,4,2013-04
Küresel Güneş Radyasyonu,2014,18.18,Nisan,22.58,4,2014-04
Küresel Güneş Radyasyonu,2015,17.75,Nisan,21.35,4,2015-04
Küresel Güneş Radyasyonu,2016,18.51,Nisan,23.31,4,2016-04
Küresel Güneş Radyasyonu,2017,18.65,Nisan,22.28,4,2017-04
Küresel Güneş Radyasyonu,2018,18.19,Nisan,22.9,4,2018-04
Küresel Güneş Radyasyonu,2019,17.85,Nisan,18.78,4,2019-04
Küresel Güneş Radyasyonu,2020,18.41,Nisan,20.08,4,2020-04
Küresel Güneş Radyasyonu,2021,18.48,Nisan,19.17,4,2021-04
Küresel Güneş Radyasyonu,2022,18.04,Nisan,22.6,4,2022-04
Küresel Güneş Radyasyonu,2023,18.02,Nisan,20.07,4,2023-04
Küresel Güneş Radyasyonu,2024,18.29,Nisan,20.78,4,2024-04
Küresel Güneş Radyasyonu,2025,17.78,Nisan,21.6,4,2025-04
Toplam Yağış Miktarı,1981,573.14,Nisan,26.42,4,1981-04
Toplam Yağış Miktarı,1982,466.21,Nisan,25.4,4,1982-04
Toplam Yağış Miktarı,1983,483.58,Nisan,32.32,4,1983-04
Toplam Yağış Miktarı,1984,400.06,Nisan,67.66,4,1984-04
Toplam Yağış Miktarı,1985,478.98,Nisan,27.81,4,1985-04
Toplam Yağış Miktarı,1986,380.47,Nisan,18.9,4,1986-04
Toplam Yağış Miktarı,1987,508.8,Nisan,30.83,4,1987-04
Toplam Yağış Miktarı,1988,527.57,Nisan,48.36,4,1988-04
Toplam Yağış Miktarı,1989,306.47,Nisan,2.82,4,1989-04
Toplam Yağış Miktarı,1990,292.49,Nisan,23.35,4,1990-04
Toplam Yağış Miktarı,1991,460.95,Nisan,62.95,4,1991-04
Toplam Yağış Miktarı,1992,357.27,Nisan,14.85,4,1992-04
Toplam Yağış Miktarı,1993,300.81,Nisan,24.63,4,1993-04
Toplam Yağış Miktarı,1994,540.8,Nisan,38.73,4,1994-04
Toplam Yağış Miktarı,1995,429.44,Nisan,36.72,4,1995-04
Toplam Yağış Miktarı,1996,506.35,Nisan,40.89,4,1996-04
Toplam Yağış Miktarı,1997,536.55,Nisan,61.2,4,1997-04
Toplam Yağış Miktarı,1998,443.46,Nisan,51.4,4,1998-04
Toplam Yağış Miktarı,1999,323.65,Nisan,33.87,4,1999-04
Toplam Yağış Miktarı,2000,465.73,Nisan,63.21,4,2000-04
Toplam Yağış Miktarı,2001,565.04,Nisan,23.61,4,2001-04
Toplam Yağış Miktarı,2002,423.15,Nisan,82.68,4,2002-04
Toplam Yağış Miktarı,2003,435.34,Nisan,46.66,4,2003-04
Toplam Yağış Miktarı,2004,353.61,Nisan,33.26,4,2004-04
Toplam Yağış Miktarı,2005,326.17,Nisan,31.3,4,2005-04
Toplam Yağış Miktarı,2006,393.69,Nisan,30.78,4,2006-04
Toplam Yağış Miktarı,2007,379.48,Nisan,41.88,4,2007-04
Toplam Yağış Miktarı,2008,318.73,Nisan,8.34,4,2008-04
Toplam Yağış Miktarı,2009,538.24,Nisan,37.56,4,2009-04
Toplam Yağış Miktarı,2010,450.55,Nisan,57.1,4,2010-04
Toplam Yağış Miktarı,2011,479.95,Nisan,68.81,4,2011-04
Toplam Yağış Miktarı,2012,524.59,Nisan,14.12,4,2012-04
Toplam Yağış Miktarı,2013,288.18,Nisan,66.9,4,2013-04
Toplam Yağış Miktarı,2014,457.31,Nisan,11.3,4,2014-04
Toplam Yağış Miktarı,2015,397.79,Nisan,23.44,4,2015-04
Toplam Yağış Miktarı,2016,381.37,Nisan,5.94,4,2016-04
Toplam Yağış Miktarı,2017,356.64,Nisan,48.43,4,2017-04
Toplam Yağış Miktarı,2018,444.23,Nisan,17.73,4,2018-04
Toplam Yağış Miktarı,2019,434.96,Nisan,40.62,4,2019-04
